Name,Transmission,KM_Driven,Fuel_Type,Owner,Registration,EMI,Sales,Year,Types,City
2022 Volkswagen TAIGUN COMFORTLINE  1.0 TSI MT,,"38,802 km",Petrol,1st Owner,KA-09-x-xxxx,"?24,144/month","Fixed Price?12,85,699",22-Feb,Volkswagen,Bangalore
2014 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,"87,581 km",Petrol,1st Owner,AP-29-x-xxxx,"?7,584/month","Fixed Price?3,87,899",14-Feb,Hyundai,Hyderabad
2019 Hyundai Elite i20 1.2 MAGNA PLUS VTVT,MANUAL,"50,460 km",Petrol,1st Owner,KL-16,"?10,708/month","?6,13,699?5,47,699",19-Nov,Toyota,Kochi
2020 Maruti Celerio VXI CNG,MANUAL,"67,041 km",Petrol + CNG,1st Owner,MH-43,"?9,408/month","?5,23,899?4,81,199",20-Aug,,Mumbai
2019 Ford Ecosport 1.5 TITANIUM + (SUNROOF),MANUAL,"18,779 km",Petrol,1st Owner,RJ-45,"?16,219/month","?9,03,749?8,63,699",,Ford,Jaipur
2016 Toyota Corolla Altis G AT,AUTOMATIC,"60,337 km",Petrol,1st Owner,MH-04,"?15,887/month","?9,19,199?8,45,999",16-Mar,Toyota,Mumbai
2020 Renault TRIBER 1.0 RXZ,MANUAL,"59,044 km",Petrol,1st Owner,TN-14-x-xxxx,"?13,216/month","?7,28,399?6,75,999",20-Jan,Renault,Chennai
2021 Renault Kiger RXZ 1.0 TURBO MT,,"4,761 km",Petrol,1st Owner,KA-51-x-xxxx,"?18,403/month","?10,06,799?9,79,999",21-May,Petrol,Bangalore
2020 Hyundai GRAND I10 NIOS MAGNA 1.2 MT,MANUAL,"30,010 km",Petrol,1st Owner,MP-04,"?11,903/month","?6,27,799?6,08,849",20-Sep,Hyundai,Indore
2021 MG HECTOR SUPER HYBRID PETROL MT,MANUAL,"7,297 km",Petrol,1st Owner,RJ-45,"?28,707/month","?15,48,799?15,28,699",21-Apr,Cars above 10 lakh,Jaipur
2020 KIA SONET GTX PLUS DCT 1.0,,"6,178 km",Petrol,1st Owner,KA-03-x-xxxx,"?25,805/month","?14,42,099?13,74,149",20-Nov,Cars above 10 lakh,Bangalore
2015 Ford Ecosport 1.5 TREND TDCI,MANUAL,"51,696 km",Diesel,3rd Owner,TN-02-x-xxxx,"?10,895/month","Fixed Price?5,57,299",15-Jun,Diesel,Chennai
2022 Datsun Redi Go T (O),MANUAL,600 km,Petrol,1st Owner,MH-12,"?9,234/month","?5,08,499?4,72,299",22-Feb,Cars from 2 lakh - 5 lakh,Pune
2021 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"4,025 km",Petrol,1st Owner,MP-04,"?29,922/month","?17,69,499?15,93,399",,Cars above 10 lakh,Indore
2016 Maruti Swift Dzire LXI OPT,MANUAL,"28,164 km",Petrol,2nd Owner,WB-20,"?7,845/month","?4,35,199?4,01,299",16-Jul,Cars from 2 lakh - 5 lakh,Kolkata
2021 Maruti S PRESSO VXI PLUS AGS,AUTOMATIC,"10,237 km",Petrol,2nd Owner,KA-51-x-xxxx,"?10,776/month","?5,66,799?5,51,199",21-Feb,CNG,Bangalore
2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,"36,392 km",Petrol,1st Owner,AP-29-x-xxxx,"?9,486/month","Fixed Price?4,85,199",14-May,Hyundai,Hyderabad
2014 Maruti Wagon R 1.0 LXI CNG,MANUAL,"53,428 km",Petrol + CNG,1st Owner,MH-12,"?8,516/month","?4,40,599?4,35,599",14-May,CNG,Pune
2018 Hyundai Creta 1.6 SX CRDI,MANUAL,"70,988 km",Diesel,1st Owner,RJ-45,"?21,577/month","?12,50,899?11,48,999",18-Apr,Diesel,Jaipur
2014 Hyundai Grand i10 SPORTZ 1.1 CRDI,MANUAL,"70,870 km",Diesel,1st Owner,AP-28-x-xxxx,"?8,080/month","?4,18,299?4,13,299",14-Jan,Volkswagen,Hyderabad
2020 Maruti Alto LXI,MANUAL,"6,272 km",Petrol,3rd Owner,WB-24,"?6,745/month","Fixed Price?3,44,999",20-Jan,Tata,Kolkata
2014 Ford Ecosport 1.0 ECOBOOST TITANIUM,MANUAL,"75,658 km",Petrol,1st Owner,WB-20,"?10,774/month","Fixed Price?5,51,099",14-Jun,Ford,Kolkata
2019 Hyundai Creta 1.4 E PLUS CRDI,MANUAL,"70,737 km",Diesel,2nd Owner,MP-09,"?18,788/month","?10,05,499?10,00,499",19-Nov,Diesel,Indore
2019 Tata Tiago XE 1.2 REVOTRON,MANUAL,"26,524 km",Petrol,1st Owner,KL-42,"?8,299/month","Fixed Price?4,24,499",19-Feb,Tata,Kochi
2016 Renault Kwid RXT Opt,MANUAL,"17,147 km",Petrol,1st Owner,KA-02-x-xxxx,"?7,462/month","Fixed Price?3,81,699",16-Apr,Renault,Bangalore
2016 Mahindra XUV500 W6 AT,AUTOMATIC,"89,755 km",Diesel,2nd Owner,MH-14,"?20,614/month","Fixed Price?10,97,699",16-Aug,Diesel,Pune
2012 Mahindra XUV500 W6 4X2,MANUAL,"45,780 km",Diesel,1st Owner,KL-07,"?13,488/month","Fixed Price?6,89,899",12-May,Mahindra,Kochi
2019 Mahindra KUV 100 NXT K2 6 STR,MANUAL,"35,513 km",Petrol,1st Owner,RJ-08,"?7,873/month","Fixed Price?4,02,699",,Mahindra,Jaipur
2019 Tata NEXON XZA + 1.2 PETROL A/T,AUTOMATIC,"8,220 km",Petrol,1st Owner,MH-04,"?17,855/month","?9,97,799?9,50,799",19-Mar,Tata,Mumbai
2020 KIA SELTOS HTK 1.5 PETROL,MANUAL,"14,469 km",Petrol,1st Owner,GJ-01,"?20,582/month","Fixed Price?10,95,999",20-Mar,KIA,Ahmedabad
2021 Renault Kwid RXL,MANUAL,"16,973 km",Petrol,1st Owner,HR-51,"?8,186/month","?4,23,699?4,18,699",21-May,Renault,New Delhi
2020 KIA SELTOS HTK 1.5 PETROL,MANUAL,"25,188 km",Petrol,1st Owner,UP-32-x-xxxx,"?19,707/month","Fixed Price?10,49,399",20-Jul,KIA,Lucknow
2016 Tata Tiago XM 1.2 REVOTRON,MANUAL,"29,892 km",Petrol,1st Owner,WB-24,"?6,240/month","Fixed Price?3,19,199",16-Apr,Tata,Kolkata
2017 Hyundai Eon ERA PLUS (O),MANUAL,"29,305 km",Petrol,1st Owner,UP-32-x-xxxx,"?6,242/month","?3,24,299?3,19,299",17-Oct,Cars from 2 lakh - 5 lakh,Lucknow
2016 Honda Jazz 1.2 V AT,AUTOMATIC,"42,524 km",Petrol,2nd Owner,TS-09-x-xxxx,"?13,069/month","?6,77,899?6,68,499",16-Dec,Honda,Hyderabad
2020 Toyota YARIS J MT,MANUAL,"45,304 km",Petrol,1st Owner,UP-32-x-xxxx,"?15,170/month","?8,34,399?8,07,799",20-Aug,Toyota,Lucknow
2014 Honda Brio 1.2 S MT I VTEC,MANUAL,"77,690 km",Petrol,1st Owner,MH-02,"?6,837/month","?3,62,599?3,49,699",14-May,Honda,Pune
2016 Volkswagen Polo GT TSI 1.2 PETROL AT,AUTOMATIC,"79,086 km",Petrol,2nd Owner,MH-01,"?11,192/month","?6,20,399?5,72,499",16-Nov,Cars from 5 lakh - 10 lakh,Pune
2014 Maruti Swift VXI,MANUAL,"54,514 km",Petrol,3rd Owner,AP-16-x-xxxx,"?8,756/month","?4,55,999?4,47,849",14-Sep,,Hyderabad
2013 Toyota Etios G,MANUAL,"43,677 km",Petrol,1st Owner,TN-09-x-xxxx,"?8,809/month","Fixed Price?4,50,599",13-Mar,Toyota,Chennai
2010 Maruti Ritz ZXI,MANUAL,"47,638 km",Petrol,1st Owner,KA-04-x-xxxx,"?7,288/month","Fixed Price?3,72,799",10-Oct,,Bangalore
2018 Tata TIGOR XZ 1.2 REVOTRON,MANUAL,"36,989 km",Petrol,2nd Owner,GJ-27,"?10,356/month","Fixed Price?5,29,699",18-Aug,Tata,Ahmedabad
2019 Mahindra XUV500 W9,MANUAL,"66,299 km",Diesel,1st Owner,KA-03-x-xxxx,"?28,071/month","?16,44,099?14,94,799",19-Mar,Mahindra,Bangalore
2020 Maruti New  Wagon-R VXI 1.0,MANUAL,"4,685 km",Petrol,1st Owner,UP-42-x-xxxx,"?11,067/month","Fixed Price?5,66,099",20-Jun,,Lucknow
2020 Maruti S PRESSO VXI PLUS,MANUAL,"11,036 km",Petrol,1st Owner,TS-05-x-xxxx,"?9,609/month","?5,12,299?4,91,499",20-Oct,CNG,Hyderabad
2018 Volkswagen Polo COMFORTLINE 1.0 PETROL,MANUAL,"57,633 km",Petrol,1st Owner,MP-04,"?10,213/month","Fixed Price?5,22,399",18-Dec,,Indore
2016 Hyundai Elite i20 SPORTZ 1.2,MANUAL,"83,185 km",Petrol + CNG,2nd Owner,GJ-18,"?10,882/month","Fixed Price?5,56,599",16-Aug,CNG,Ahmedabad
2019 Hyundai Elite i20 ERA 1.2,MANUAL,"21,415 km",Petrol,1st Owner,WB-12,"?10,418/month","?5,37,899?5,32,899",19-Nov,,Kolkata
2019 Toyota YARIS J MT,MANUAL,"49,120 km",Petrol,1st Owner,MH-01,"?14,457/month","?8,07,399?7,39,499",19-Jan,Toyota,Pune
2013 Maruti Swift VXI,MANUAL,"57,228 km",Petrol,1st Owner,GJ-18,"?8,235/month","Fixed Price?4,21,199",13-Oct,Cars from 2 lakh - 5 lakh,Ahmedabad
2017 Nissan Micra Active XV,MANUAL,"58,937 km",Petrol,2nd Owner,KA-03-x-xxxx,"?8,579/month","?4,43,799?4,38,799",17-Apr,CNG,Bangalore
2021 Hyundai Creta S PETROL MT,MANUAL,"2,771 km",Petrol,1st Owner,GJ-27,"?23,141/month","?12,97,599?12,32,299",21-Nov,,Ahmedabad
2018 Hyundai Grand i10 MAGNA 1.2 VTVT,MANUAL,"26,383 km",Petrol,1st Owner,DL-8C,"?9,953/month","?5,17,699?5,09,099",18-Aug,Petrol,New Delhi
2011 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,"86,627 km",Petrol,2nd Owner,TN-10-x-xxxx,"?5,959/month","Fixed Price?3,04,799",11-Dec,Cars from 2 lakh - 5 lakh,Chennai
2014 Toyota Etios G,MANUAL,"63,922 km",Petrol,1st Owner,KL-07,"?6,833/month","Fixed Price?3,49,499",,Toyota,Kochi
2018 Tata Tiago XT 1.2 REVOTRON,MANUAL,"44,296 km",Petrol,2nd Owner,TN-91-x-xxxx,"?9,234/month","?4,96,299?4,72,299",18-Jun,Tata,Chennai
2021 Maruti Vitara Brezza ZXI +,MANUAL,"12,529 km",Petrol,1st Owner,TS-07-x-xxxx,"?20,016/month","Fixed Price?10,65,899",21-Feb,Cars above 10 lakh,Hyderabad
2020 Toyota YARIS V MT,MANUAL,"23,415 km",Petrol,1st Owner,TN-19-x-xxxx,"?18,747/month","?10,55,699?9,98,299",20-Nov,Toyota,Chennai
2021 Maruti New  Wagon-R LXI CNG 1.0 L,MANUAL,"19,921 km",Petrol + CNG,1st Owner,MH-12,"?13,188/month","?6,87,199?6,74,549",21-Nov,CNG,Pune
2016 Maruti Alto K10 LXI CNG,MANUAL,"55,888 km",Petrol + CNG,2nd Owner,DL-8C,"?6,139/month","Fixed Price?3,13,999",16-May,CNG,New Delhi
2019 Volkswagen Polo COMFORTLINE  CUP EDITION,MANUAL,"11,718 km",Petrol,1st Owner,MH-04,"?13,558/month","?7,60,399?6,93,499",19-Jun,Volkswagen,Mumbai
2019 Tata NEXON XM 1.2,MANUAL,"37,021 km",Petrol,1st Owner,KA-27-x-xxxx,"?15,482/month","Fixed Price?7,91,899",19-Sep,Tata,Bangalore
2016 Renault Kwid RXT,MANUAL,"60,708 km",Petrol,1st Owner,MH-05,"?6,800/month","Fixed Price?3,47,799",16-Mar,Renault,Pune
2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"67,076 km",Diesel,1st Owner,TS-08-x-xxxx,"?18,208/month","Fixed Price?9,69,599",18-Apr,Ford,Hyderabad
2011 Hyundai i10 MAGNA 1.2,MANUAL,"65,698 km",Petrol,1st Owner,KA-04-x-xxxx,"?5,826/month","Fixed Price?2,98,024",11-Jan,Hyundai,Bangalore
2018 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,AUTOMATIC,"16,053 km",Petrol,1st Owner,KL-09,"?18,420/month","?10,48,199?9,80,899",18-Dec,Tata,Kochi
2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,"2,126 km",Petrol,1st Owner,KA-53-x-xxxx,"?12,680/month","Fixed Price?6,48,599",19-Jan,Cars from 5 lakh - 10 lakh,Bangalore
2018 Hyundai Elite i20 Magna Executive Diesel,MANUAL,"86,280 km",Diesel,2nd Owner,TS-07-x-xxxx,"?12,502/month","?6,53,499?6,39,499",18-Oct,Diesel,Hyderabad
2019 Honda Civic ZX CVT PETROL,AUTOMATIC,"9,904 km",Petrol,1st Owner,WB-02,"?30,238/month","?16,58,599?16,10,199",19-Jun,Cars above 10 lakh,Kolkata
2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,"44,095 km",Petrol,1st Owner,RJ-14,"?9,296/month","Fixed Price?4,75,499",14-May,Hyundai,Jaipur
2018 Ford Ecosport 1.5 TITANIUM TI VCT,MANUAL,"29,400 km",Petrol,1st Owner,TN-02-x-xxxx,"?15,594/month","Fixed Price?8,30,399",18-Jul,Ford,Chennai
2021 Nissan MAGNITE XV MT PETROL,,"23,745 km",Petrol,1st Owner,UP-32-x-xxxx,"?13,789/month","Fixed Price?7,05,299",21-Apr,,Lucknow
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"32,507 km",Petrol,1st Owner,GJ-06,"?29,222/month","?15,70,899?15,56,099",20-Feb,MG,Ahmedabad
2017 Honda Brio 1.2 S MT I VTEC,MANUAL,"41,797 km",Petrol,2nd Owner,MP-04,"?7,280/month","?4,14,799?3,72,399",17-Mar,Petrol,Indore
2020 Renault Duster RXZ,MANUAL,"11,412 km",Petrol,1st Owner,MH-12,"?17,123/month","?10,23,799?9,11,799",20-Oct,Cars from 5 lakh - 10 lakh,Pune
2012 Hyundai i20 SPORTZ 1.2 O,MANUAL,"82,883 km",Petrol,2nd Owner,WB-02,"?5,654/month","?2,94,199?2,89,199",12-Sep,Petrol,Kolkata
2022 Renault Kiger RXZ 1.0 MT,,"5,952 km",Petrol,1st Owner,RJ-07,"?17,553/month","?9,39,699?9,34,699",22-Jul,Cars from 5 lakh - 10 lakh,Jaipur
2021 Maruti New  Wagon-R 1.0 Lxi (o) cng,MANUAL,"15,810 km",Petrol + CNG,1st Owner,DL-8C,"?13,202/month","?6,85,199?6,75,299",21-Mar,CNG,New Delhi
2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,"94,896 km",Petrol,1st Owner,RJ-45,"?10,367/month","Fixed Price?5,30,299",19-Apr,CNG,Jaipur
2014 Ford Ecosport 1.5 TITANIUMTDCI OPT,MANUAL,"67,574 km",Diesel,1st Owner,MH-46,"?11,425/month","?5,97,699?5,84,399",14-Apr,Ford,Mumbai
2015 Toyota Camry 2.5 AT,AUTOMATIC,"90,272 km",Petrol,2nd Owner,MH-14,"?21,793/month","?12,63,799?11,60,499",15-May,Toyota,Mumbai
2014 Honda City VX MT PETROL,MANUAL,"89,584 km",Petrol,2nd Owner,DL-10,"?11,374/month","Fixed Price?5,81,799",14-Nov,Honda,New Delhi
2019 Jeep Compass LIMITED PLUS 2.0 4*4,MANUAL,"34,532 km",Diesel,1st Owner,TN-07-x-xxxx,"?37,678/month","?20,48,399?20,06,399",,Diesel,Chennai
2015 Hyundai Elite i20 ASTA 1.2,MANUAL,"56,564 km",Petrol,2nd Owner,DL-4C,"?10,768/month","Fixed Price?5,50,799",15-Feb,Hyundai,New Delhi
2018 Mahindra Scorpio S3 2WD,MANUAL,"57,534 km",Diesel,1st Owner,DL-8C,"?18,268/month","Fixed Price?9,72,799",18-Dec,Mahindra,New Delhi
2019 Toyota YARIS V CVT,AUTOMATIC,"23,097 km",Petrol,1st Owner,KA-01-x-xxxx,"?21,554/month","Fixed Price?11,47,799",19-Jun,Toyota,Bangalore
2018 Maruti Baleno DELTA 1.2 K12,MANUAL,"26,759 km",Petrol,1st Owner,HR-29,"?10,942/month","?6,04,899?5,59,699",18-Apr,Cars from 5 lakh - 10 lakh,New Delhi
2021 Hyundai VENUE S Plus MT 1.2 Kappa,MANUAL,"4,229 km",Petrol,1st Owner,UP-40-x-xxxx,"?16,550/month","?9,28,299?8,81,299",21-Aug,Cars above 10 lakh,Lucknow
2019 Renault TRIBER 1.0 RXT,MANUAL,"30,927 km",Petrol,2nd Owner,MP-09,"?11,806/month","Fixed Price?6,03,899",19-Nov,Renault,Indore
2017 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"69,342 km",Diesel,1st Owner,WB-26,"?12,833/month","?6,77,199?6,56,399",17-Jun,Diesel,Kolkata
2015 Toyota Fortuner 3.0 MT 4X2,MANUAL,"50,357 km",Diesel,1st Owner,UP-16-x-xxxx,"?30,617/month","Fixed Price?16,30,399",15-Jun,Toyota,Lucknow
2011 Toyota Etios V,MANUAL,"88,127 km",Petrol,2nd Owner,KA-09-x-xxxx,"?7,785/month","Fixed Price?3,98,199",11-Mar,Toyota,Bangalore
2014 Volkswagen Vento HIGHLINE PETROL,MANUAL,"49,479 km",Petrol,2nd Owner,MH-31,"?9,513/month","?5,34,219?4,86,599",14-Oct,Volkswagen,Pune
2011 Hyundai i10 MAGNA 1.2 KAPPA2,MANUAL,"32,206 km",Petrol,1st Owner,DL-7C,"?5,185/month","Fixed Price?2,65,199",11-Feb,,New Delhi
2018 Jeep Compass LIMITED 2.0 4*4,MANUAL,"76,403 km",Diesel,1st Owner,KL-07,"?25,141/month","?14,53,799?13,38,799",18-May,Diesel,Kochi
2010 Maruti Wagon R LXI,MANUAL,"76,625 km",Petrol,2nd Owner,KL-22,"?4,006/month","?2,31,699?2,04,899",,,Kochi
2018 Tata Tiago XZ 1.2 REVOTRON,MANUAL,"44,867 km",Petrol,1st Owner,DL-10,"?8,903/month","Fixed Price?4,55,399",18-Feb,Tata,New Delhi
2021 Maruti Alto LXI,MANUAL,"2,379 km",Petrol,1st Owner,UP-78-x-xxxx,"?8,035/month","?4,22,999?4,10,999",21-Oct,Cars from 2 lakh - 5 lakh,Lucknow
2018 Honda City V CVT,AUTOMATIC,"30,304 km",Petrol,1st Owner,GJ-38,"?17,192/month","?9,61,699?9,15,499",18-Dec,Honda,Ahmedabad
2014 Toyota Innova 2.5 GX 8 STR BS IV,MANUAL,"41,158 km",Diesel,2nd Owner,GJ-12,"?13,581/month","Fixed Price?6,94,699",14-Aug,,Ahmedabad
2021 Maruti Alto LXI CNG,MANUAL,"40,046 km",Petrol + CNG,1st Owner,GJ-01,"?9,415/month","?5,02,599?4,81,599",21-Feb,CNG,Ahmedabad
2020 Mahindra XUV 3OO 1.2 W4 MT,,"21,601 km",Petrol,1st Owner,UP-32-x-xxxx,"?13,832/month","Fixed Price?7,07,499",20-Feb,Mahindra,Lucknow
2019 Maruti Alto 800 LXI,MANUAL,"9,790 km",Petrol,1st Owner,UP-41-x-xxxx,"?6,749/month","?3,51,899?3,45,199",19-Jul,Cars from 2 lakh - 5 lakh,Lucknow
2021 Hyundai VENUE S Plus MT 1.2 Kappa,MANUAL,"9,844 km",Petrol,1st Owner,GJ-01,"?17,432/month","?9,33,299?9,28,299",21-Jul,Mahindra,Ahmedabad
2019 Toyota Etios Liva V,MANUAL,"31,645 km",Petrol,1st Owner,DL-14,"?9,699/month","?5,02,899?4,96,099",19-Aug,Toyota,New Delhi
2018 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT,AUTOMATIC,"42,849 km",Petrol,1st Owner,TN-22-x-xxxx,"?17,256/month","Fixed Price?9,18,899",18-Jul,Ford,Chennai
2019 Renault Kwid RXL,MANUAL,"17,199 km",Petrol,2nd Owner,DL-9C,"?6,866/month","?3,69,499?3,51,199",19-Jul,Renault,New Delhi
2020 Renault Duster RXS 106 PS MT,MANUAL,"14,556 km",Petrol,1st Owner,KA-05-x-xxxx,"?18,771/month","?10,05,799?9,99,599",20-Aug,,Bangalore
2018 Tata Tiago XE 1.2 REVOTRON,MANUAL,"31,063 km",Petrol,1st Owner,TN-31-x-xxxx,"?8,913/month","Fixed Price?4,55,899",18-Nov,Cars from 2 lakh - 5 lakh,Chennai
2012 Hyundai Verna FLUIDIC 1.6 SX VTVT,MANUAL,"39,309 km",Petrol,1st Owner,KA-03-x-xxxx,"?11,411/month","Fixed Price?5,83,699",12-Nov,,Bangalore
2019 Honda Brio 1.2 S (O) MT IVTEC,MANUAL,"28,546 km",Petrol,2nd Owner,RJ-45,"?9,144/month","Fixed Price?4,67,699",19-Feb,,Jaipur
2017 Maruti Ciaz S 1.3 SHVS,MANUAL,"31,425 km",Diesel,1st Owner,KA-03-x-xxxx,"?17,177/month","Fixed Price?9,14,699",17-Dec,Diesel,Bangalore
2020 Tata ALTROZ XE RHYTM,,"17,164 km",Petrol,2nd Owner,TN-31-x-xxxx,"?12,276/month","Fixed Price?6,27,899",20-Jul,Tata,Chennai
2022 Mahindra Thar LX HT PETROL 4WD MT,,"7,464 km",Petrol,1st Owner,MH-15,"?29,152/month","?16,25,199?15,52,399",22-Apr,Renault,Mumbai
2016 Ford Ecosport 1.5 TDCI TITANIUM PLUS,MANUAL,"57,166 km",Diesel,1st Owner,MH-09,"?13,818/month","?7,16,299?7,06,799",16-Sep,Ford,Mumbai
2018 Volkswagen TIGUAN HIGHLINE A/T,AUTOMATIC,"75,073 km",Diesel,1st Owner,DL-1C,"?36,463/month","?21,39,099?19,41,699",18-Jun,Diesel,New Delhi
2017 Toyota Corolla Altis GL,MANUAL,"44,929 km",Petrol,2nd Owner,DL-10,"?22,963/month","?12,97,499?12,22,799",17-Apr,Toyota,New Delhi
2020 Tata ALTROZ XZ 1.2,MANUAL,"23,603 km",Petrol,1st Owner,DL-9C,"?15,371/month","?8,27,999?8,18,499",20-Jun,Tata,New Delhi
2017 Honda WR-V 1.2 i-VTEC S MT,MANUAL,"47,843 km",Petrol + CNG,2nd Owner,GJ-15,"?12,289/month","Fixed Price?6,28,599",17-Apr,CNG,Ahmedabad
2017 Honda City VX CVT PETROL,AUTOMATIC,"74,969 km",Petrol,1st Owner,GJ-38,"?16,428/month","Fixed Price?8,74,799",17-Sep,Honda,Ahmedabad
2022 MARUTI BREZZA ZXI + SMART HYBRID,,"16,175 km",Petrol,1st Owner,TS-08-x-xxxx,"?24,999/month","?13,73,099?13,31,199",22-Apr,Cars above 10 lakh,Hyderabad
2020 Renault Kwid RXL,MANUAL,"42,570 km",Petrol,2nd Owner,RJ-06,"?7,357/month","Fixed Price?3,76,299",20-Aug,Renault,Jaipur
2020 Volkswagen Polo HIGHLINE PLUS 1.0 TSI MT,,"5,956 km",Petrol,1st Owner,TS-08-x-xxxx,"?17,494/month","Fixed Price?9,31,599",20-Aug,Volkswagen,Hyderabad
2021 Maruti Vitara Brezza ZXI +,MANUAL,"26,848 km",Petrol,1st Owner,TS-08-x-xxxx,"?20,016/month","Fixed Price?10,65,899",21-Oct,Cars above 10 lakh,Hyderabad
2020 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"17,482 km",Petrol,1st Owner,GJ-06,"?29,624/month","?16,00,299?15,77,499",20-Feb,MG,Ahmedabad
2019 MG HECTOR SHARP DCT PETROL,AUTOMATIC,"24,498 km",Petrol,1st Owner,UP-32-x-xxxx,"?27,350/month","?14,92,199?14,56,399",19-Nov,MG,Lucknow
2022 Maruti Swift ZXI+ DUAL TONE,,"25,341 km",Petrol,1st Owner,TS-05-x-xxxx,"?17,040/month","?9,25,399?9,07,399",22-Mar,,Hyderabad
2019 Honda WR-V 1.2 i-VTEC S MT,MANUAL,"18,541 km",Petrol,1st Owner,KA-19-x-xxxx,"?14,753/month","?8,25,799?7,54,599",19-May,Honda,Bangalore
2012 Honda City V MT PETROL,MANUAL,"87,176 km",Petrol,2nd Owner,MH-04,"?8,250/month","Fixed Price?4,21,999",12-Aug,Honda,Mumbai
2017 Maruti Swift VDI,MANUAL,"82,858 km",Diesel,1st Owner,WB-02,"?8,530/month","?4,57,699?4,36,299",17-Jul,Diesel,Kolkata
2012 Hyundai Eon ERA PLUS,MANUAL,"29,818 km",Petrol,1st Owner,DL-12,"?3,458/month","Fixed Price?1,76,899",12-Sep,Cars under 2 lakh,New Delhi
2019 Tata Harrier XM 2.0L Kryotec,MANUAL,"56,931 km",Diesel,1st Owner,GJ-01,"?23,126/month","?13,96,799?12,31,499",19-Jun,Ford,Ahmedabad
2021 Renault Kwid 1.0 RXT Opt,MANUAL,"5,451 km",Petrol,2nd Owner,MH-14,"?9,878/month","?5,40,599?5,05,249",21-Jul,,Pune
2020 Volkswagen Polo Trendline 1.0 L Petrol,MANUAL,"24,344 km",Petrol,1st Owner,WB-08,"?10,289/month","?5,73,199?5,26,299",20-Aug,Cars from 5 lakh - 10 lakh,Kolkata
2014 Volkswagen Polo COMFORTLINE 1.2L PETROL,MANUAL,"60,942 km",Petrol,2nd Owner,MH-49,"?8,508/month","Fixed Price?4,35,199",14-Nov,,Pune
2017 Maruti Celerio ZXI,MANUAL,"34,199 km",Petrol,1st Owner,MH-43,"?8,946/month","Fixed Price?4,57,599",17-Nov,Cars from 2 lakh - 5 lakh,Pune
2015 Honda Jazz 1.2 VX I-VTECH,MANUAL,"82,373 km",Petrol,3rd Owner,TS-08-x-xxxx,"?10,000/month","?5,85,549?5,11,499",15-Aug,Honda,Hyderabad
2019 Toyota YARIS VX CVT,AUTOMATIC,"60,571 km",Petrol,1st Owner,MH-12,"?17,327/month","?10,05,799?9,22,699",19-Jul,Toyota,Pune
2021 Toyota Glanza V CVT,AUTOMATIC,"5,572 km",Petrol,1st Owner,KA-03-x-xxxx,"?19,881/month","?11,44,399?10,58,699",21-Jul,Toyota,Bangalore
2019 KIA SELTOS HTK PLUS 1.5 PETROL,MANUAL,"35,765 km",Petrol,1st Owner,KA-53-x-xxxx,"?22,392/month","?12,40,799?11,92,399",19-Nov,KIA,Bangalore
2020 Maruti S Cross ALPHA 1.5 SMART HYBRID,MANUAL,"47,685 km",Petrol,1st Owner,TS-08-x-xxxx,"?21,318/month","?11,62,299?11,35,199",20-Dec,Mahindra,Hyderabad
2016 Renault Kwid RXT,MANUAL,"36,375 km",Petrol,2nd Owner,TN-91-x-xxxx,"?6,751/month","Fixed Price?3,45,299",16-Sep,Renault,Chennai
2012 Maruti Swift Dzire ZXI 1.2 BS IV,MANUAL,"76,869 km",Petrol,2nd Owner,MH-04,"?7,973/month","?4,21,299?4,07,799",12-Dec,,Mumbai
2020 Toyota URBAN CRUISER PREMIUM DUAL TONE AT,,"15,821 km",Petrol,2nd Owner,MH-05,"?19,763/month","?11,05,399?10,52,399",20-Dec,Cars above 10 lakh,Mumbai
2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,MANUAL,"51,806 km",Petrol,1st Owner,UP-32-x-xxxx,"?7,769/month","?4,10,899?3,97,399",15-Oct,,Lucknow
2016 Renault Kwid RXT,MANUAL,"60,983 km",Petrol,2nd Owner,TN-05-x-xxxx,"?6,543/month","?3,42,399?3,34,699",16-Mar,Renault,Chennai
2013 Toyota Etios Liva G,MANUAL,"91,683 km",Petrol,2nd Owner,KL-41,"?7,341/month","?4,14,499?3,75,499",,Toyota,Kochi
2016 Mahindra TUV300 T8 AT,AUTOMATIC,"71,880 km",Diesel,1st Owner,KL-07,"?11,713/month","Fixed Price?5,99,099",16-Dec,Diesel,Kochi
